Word,Contains Multiple?,Vowels,Green Score,Yellow Score
bijou,False,3,2288,809
doddy,True,1,3390,1542
tilth,True,1,3125,1182
fungo,False,2,2742,810
ponty,False,1,6106,0
spuds,True,1,3950,2925
towns,False,1,6043,1872
hyleg,False,1,3171,898
knoll,True,1,0,2955
skate,False,2,897,4409
toffs,True,1,6043,1226
abuzz,True,2,0,1641
humfs,False,1,5135,1231
teers,True,2,3950,4039
bogie,False,3,3001,2761
blots,False,1,5755,1686
essay,True,2,1297,2000
immix,True,2,0,1813
comma,True,2,3013,1591
diary,False,2,2677,2632
prexy,False,1,2154,1834
mills,True,1,6871,771
dexie,True,3,133,4706
teals,False,2,3950,4447
crimp,False,1,920,2536
drill,True,1,0,3914
axite,False,3,897,3359
strag,False,1,1197,3015
larva,True,2,3457,1409
cozen,False,2,5478,530
semis,True,2,3950,4576
sonsy,True,1,4352,2075
winge,False,2,2753,1941
chout,False,2,1464,2116
wised,False,2,4936,531
loves,False,2,8366,815
genus,False,2,5549,2027
fjeld,False,1,1417,1664
melds,False,1,5491,2097
yules,False,2,8306,181
rices,False,2,7653,1020
fumes,False,2,8053,510
never,True,2,2323,2864
ticca,True,2,1380,2292
ascus,True,2,3950,1622
stonk,False,1,0,3831
remet,True,2,2323,3490
grope,False,2,637,3866
paced,False,2,6262,392
nowls,False,1,6043,1367
noter,False,2,4416,1613
tacho,False,2,2260,1830
gabba,True,2,2897,1255
wadis,False,2,6621,1270
gazon,False,2,3039,1226
dolor,True,2,2941,2050
chore,False,2,1464,3224
ament,False,2,0,3318
akita,True,3,897,2557
wrate,False,2,1308,3694
needs,True,2,3950,3304
meeds,True,2,4643,2979
jupes,False,2,7660,363
sines,True,2,8615,1560
berry,True,1,3402,2342
maned,False,2,7060,0
shule,False,2,544,4516
cages,False,2,9453,362
wanky,False,1,5430,0
awash,True,2,0,3016
ankle,False,2,0,3639
borel,False,2,6521,475
mussy,True,1,3175,1046
piano,False,3,2237,2409
chuts,False,1,6311,666
savor,False,2,2260,3169
ticed,False,2,4525,1207
unapt,False,2,0,2913
phlox,False,1,2249,766
humid,False,2,2007,1878
gawky,False,1,4694,271
fluid,False,2,1417,2243
recur,True,2,0,3720
hejab,False,2,0,3292
poppy,True,1,4247,781
haiku,False,3,2760,1602
resat,False,2,0,4584
plunk,False,1,857,2406
usque,True,3,0,2215
pawks,False,1,7567,271
baste,False,2,4065,2050
objet,False,2,2323,1115
bases,True,2,9441,531
wicks,False,1,6241,392
unzip,False,2,142,1561
zedas,False,2,3950,3194
steek,True,2,2323,2938
roofs,True,2,6043,1850
satai,True,3,2260,3528
twain,False,2,0,3623
arris,True,2,5147,2556
polts,False,1,8645,0
gaunt,False,2,2897,2178
gloam,False,2,637,2941
ducts,False,1,6032,1073
ables,False,2,7121,817
boors,True,2,6951,1705
spule,False,2,0,4744
wroot,True,2,411,3351
denet,True,2,3285,3033
sonny,True,1,4352,2346
discs,True,1,5330,1618
puddy,True,1,3339,861
filos,False,2,6773,696
icons,False,2,3950,2116
plena,False,2,857,3044
maiks,False,2,7403,1047
crazy,False,1,2217,2301
gibed,False,2,5162,334
pubes,False,2,8315,334
sulfo,False,2,2033,2181
yomps,False,1,6043,1109
orcas,False,2,3950,2667
casky,False,1,4977,531
conge,False,2,3975,1941
drouk,False,2,0,3268
heard,False,2,822,4065
laker,False,2,4583,1516
mecks,False,1,5143,2018
glaik,False,2,637,3069
windy,False,1,4050,471
glare,False,2,637,4167
kiddy,True,1,2677,1236
rotls,False,1,6043,2014
sords,True,1,7240,2031
axiom,False,3,0,2718
every,True,2,1297,1953
bared,False,2,7510,0
gazar,True,2,3039,1746
gimps,False,1,5967,928
veils,False,2,4192,3444
wrick,False,1,411,2650
rared,True,2,6602,628
motif,False,2,2786,1577
uncut,True,2,0,2053
divna,False,2,1380,2386
amort,False,2,0,3355
ousel,False,3,3508,1268
frise,False,2,595,4021
leuds,False,2,3950,3338
yeses,True,2,6273,2338
cover,False,2,5336,913
bulla,True,2,2941,1450
limen,False,2,3703,1615
dyers,False,1,3950,2546
motel,False,2,5109,1090
dahls,False,1,6210,1572
redub,False,2,0,3104
zulus,True,2,5983,506
kynds,False,0,4912,1113
famed,False,2,6000,510
mozed,False,2,6073,0
katis,False,2,6210,1870
gebur,False,2,637,3034
scody,False,1,1297,3196
metes,True,2,6966,2241
chics,True,1,5414,1453
fecht,False,1,595,2979
myoma,True,2,693,2337
passe,True,2,3117,2565
fidge,False,2,1975,2331
shahs,True,1,4494,3030
diebs,False,2,5330,1805
ovate,False,3,897,3068
gluer,False,2,2960,2036
fetal,False,2,595,3789
peeps,True,2,4807,2926
offed,True,2,3145,464
ocean,False,3,0,2923
reink,False,2,0,4344
cauld,False,2,4002,1437
punce,False,2,3004,1925
gores,False,2,10200,0
echos,False,2,3950,1295
phish,True,1,1401,1929
dicts,False,1,6227,1073
spoke,False,2,500,4296
progs,False,1,4807,2351
hunts,False,1,6994,488
flocs,False,1,4545,2092
blaff,True,1,908,2247
conks,False,1,8425,0
gleds,False,1,4587,2050
flunk,False,1,595,2406
mausy,False,2,4250,1181
urson,False,2,0,2886
rubli,False,2,1185,2013
fiche,False,2,1975,2146
pures,False,2,9512,0
boost,True,2,3001,2230
padre,False,2,3117,2625
pulpy,True,1,4187,418
fiver,False,2,4298,913
lanai,True,3,3222,1928
lexis,False,2,4083,3081
silex,False,2,4551,1630
share,False,2,544,5030
fleme,True,2,595,3500
breed,True,2,4053,1822
cheek,True,2,3787,1139
vagal,True,2,2502,1910
lytic,False,1,0,2464
vakil,False,2,2502,1623
ojime,False,3,0,3241
tyran,False,1,1197,2685
sorex,False,2,5613,1630
wists,True,1,6638,531
upbye,False,2,0,2378
metro,False,2,693,3345
chefs,False,1,5414,1115
friar,True,2,595,3733
kahal,True,2,2260,2043
battu,True,2,4065,682
mares,False,2,10423,0
quoit,False,3,1263,2595
heals,False,2,3950,4120
bleys,False,1,4858,1687
kaies,False,3,8533,1422
arils,False,2,3950,3494
kinds,False,1,6292,846
remen,True,2,2323,3294
zesty,False,1,2194,2262
ginge,True,2,2979,1941
tozie,False,3,2235,3214
ascot,False,2,0,2643
polys,False,1,7748,108
tarry,True,1,4754,1531
spumy,False,1,1297,2856
pulik,False,2,2890,1137
clink,False,1,920,2787
seans,True,2,3950,5207
gerne,True,2,1834,3931
saved,False,2,5405,1800
steil,False,2,0,4036
brats,False,1,5755,2175
tways,False,1,3950,2321
vomer,False,2,4658,1183
tiddy,True,1,2677,1676
deans,False,2,3950,4328
kinks,True,1,6792,375
gamey,False,2,6517,510
herry,True,1,2494,2830
bajus,False,2,7118,447
erase,True,3,0,4512
piets,False,2,7084,882
aesir,False,3,0,4446
shakt,False,1,1044,3521
maund,False,2,3775,1452
queyn,False,2,1263,1520
chufa,False,2,1464,1578
nerve,True,2,1197,3625
massa,True,2,2953,1725
lapje,False,2,2260,2486
teend,True,2,822,4109
seize,True,3,0,5878
seyen,True,2,2323,3929
thanx,False,1,544,2906
delly,True,1,2145,3078
exams,False,2,3950,1997
buxom,False,2,2226,878
teade,True,3,0,5666
sient,False,2,1380,3954
equip,False,3,0,2011
grens,False,1,4587,2608
dupes,False,2,7458,1044
broad,False,2,1730,3002
sowff,True,1,2093,2146
panax,True,2,4079,1143
tabor,False,2,2260,2518
spark,False,1,0,3996
andro,False,2,0,2575
hoops,True,2,6043,1895
inurn,True,2,0,2422
phese,True,2,1401,2916
diner,False,2,4665,1354
guest,False,2,1822,2123
samps,True,1,6210,2488
heils,False,2,3950,3932
tyees,True,2,6273,1964
crier,True,2,3243,2660
rarks,True,1,7907,628
kopek,True,2,4416,995
bizzo,True,2,2430,514
yucks,False,1,5635,573
wudus,True,2,5546,791
bachs,False,1,7118,627
neeld,True,2,822,3604
pesty,False,1,3051,2157
sitar,False,2,1380,3921
tepid,False,2,822,3684
braws,False,1,4858,2303
bolls,True,1,7799,771
psoai,False,3,857,2435
gobar,False,2,2730,2080
birch,False,1,3485,773
ruled,False,2,5178,628
naval,True,2,2260,2113
fytte,True,1,1492,2401
manna,True,2,3915,1465
typos,False,1,3950,2141
gambs,False,1,6847,752
shoon,True,2,544,3775
elide,True,3,0,4037
squad,False,2,822,3314
derma,False,2,1197,3388
quids,False,2,5213,1518
unman,True,2,0,2647
prill,True,1,857,3233
amyls,False,1,3950,1908
pands,False,1,8029,471
breis,False,2,4858,2702
hunch,True,1,2147,1261
salle,True,2,3108,3850
paise,False,3,3117,3081
ayelp,False,2,0,2803
limba,False,2,1380,2006
emmer,True,2,2323,1674
skers,True,1,3950,3253
sweel,True,2,2323,3080
soups,True,2,6043,2644
rouen,False,3,4416,1824
ferms,False,1,5742,2028
robes,False,2,8366,962
scugs,True,1,3950,2824
zippy,True,1,2677,886
embox,False,2,0,1591
arced,False,2,3145,2068
knars,False,1,3950,2671
rorts,True,1,8137,628
snead,False,2,822,3860
enarm,False,2,0,2781
savey,False,2,5880,1800
shand,False,1,1366,3581
tides,False,2,7653,1205
watch,False,1,2671,1388
aleph,False,2,0,3100
whaps,False,1,4905,1653
crems,False,1,4870,2224
stein,False,2,0,4091
gawds,False,1,6847,742
jivey,False,2,5202,240
sants,True,1,8069,1560
igloo,True,3,848,1324
coyly,True,1,4310,984
emote,True,3,897,2999
deeps,True,2,3950,3607
boyos,True,2,6951,909
chill,True,1,1464,2293
mumus,True,2,5828,911
pecke,True,2,1357,3537
world,False,1,4523,771
holly,True,1,4238,1259
kaury,False,2,3557,1757
twits,True,1,4847,2025
zetas,False,2,3950,3419
coted,False,2,6158,615
haiks,False,2,6710,1535
appal,True,2,0,2875
thete,True,2,1441,3216
volva,True,2,3183,834
jinne,True,2,2544,2305
theme,True,2,544,3618
hoppy,True,1,3390,1269
yeesh,True,2,0,3571
nerts,False,1,6044,1951
pully,True,1,4187,771
booth,True,2,3898,1356
gutsy,False,1,3119,1130
leaks,False,2,4450,3436
lubed,False,2,4330,909
rages,False,2,8533,990
taped,False,2,5405,1178
shirr,True,1,544,3996
percs,False,1,6004,2032
admix,False,2,0,2280
spirt,False,1,0,4277
favor,False,2,2855,1609
hulls,True,1,5983,1259
lions,False,2,5330,2350
stour,False,2,0,3862
gonia,False,3,3692,1559
bunts,False,1,7902,0
kukri,True,2,1185,1639
whirr,True,1,955,2436
bikie,True,3,2288,2667
tosas,True,2,6043,2419
tsade,False,2,0,4133
sucky,False,1,2982,1952
hilus,False,2,6178,889
yecch,True,1,0,2972
guars,False,2,5772,1951
rhyta,False,1,1441,1520
togae,False,3,2093,3769
manse,False,2,3915,2034
baker,False,2,5491,941
odium,False,3,0,1976
youks,False,2,6543,847
oncet,False,2,2323,1725
reign,False,2,0,4253
juked,False,2,4532,268
frati,False,2,1492,2455
jeons,False,2,4152,3401
turns,False,1,6332,1601
acidy,False,2,1297,2430
tizes,False,2,7795,815
sandy,False,1,4519,2031
evils,False,2,3950,2173
yukky,True,1,2982,449
pouff,True,2,2950,981
uveal,False,3,0,2671
tynes,False,1,7235,1082
hoing,False,2,2093,2464
inspo,False,2,0,1847
forty,False,1,6079,0
raits,False,2,7107,1675
uredo,False,3,0,2870
wited,False,2,4936,615
spifs,True,1,3950,3068
tanty,True,1,5416,815
boaks,False,2,7451,1235
mayos,False,2,6903,909
softa,False,2,2990,2417
shied,False,2,3689,2607
rones,False,2,9328,628
whipt,False,1,955,2191
gutty,True,1,4016,615
yeast,False,2,0,4283
relay,False,2,2145,3327
utile,False,3,0,3765
coots,True,2,7860,989
speld,False,1,822,3441
duchy,False,1,2482,1308
magus,False,2,6903,763
locum,False,2,2093,1550
jehad,False,2,1024,2819
whins,False,1,4905,1833
idles,False,2,7121,249
slimy,False,1,1297,3706
exact,False,2,0,2727
ghoul,False,2,1181,1865
jocky,False,1,4092,392
kores,False,2,9563,375
gouge,True,3,2730,2607
rutin,False,2,1185,2653
clown,False,1,920,2344
smile,False,2,0,5085
tauts,True,2,7107,1481
trema,False,2,0,3718
zings,False,1,6292,527
mists,True,1,6920,531
alley,True,2,4468,1433
voice,False,3,2335,2972
hoggs,True,1,6043,1272
genal,False,2,1599,3174
toged,False,2,5238,1177
lawer,False,2,4583,1519
dhoti,False,2,1441,1950
speil,False,2,0,4025
linky,False,1,4139,575
ogmic,False,2,0,1854
delay,False,2,2145,3380
kadis,False,2,6210,1645
bomas,False,2,6951,1583
sloid,False,2,822,4126
grown,False,1,637,2587
plotz,False,1,1754,1718
tutti,True,2,2082,1710
ducky,False,1,2982,1073
wrast,False,1,411,3416
galop,False,2,3745,843
kicky,True,1,3177,767
hinge,False,2,2342,2429
ajiva,True,3,0,2628
dorsa,False,2,3290,1875
sugan,False,2,1185,3525
tempo,False,2,0,3757
sigma,False,2,1380,3003
hosen,False,2,4416,1549
seely,True,2,1297,4839
rebus,False,2,3950,2989
getas,False,2,4587,3314
fribs,False,1,4545,2229
tzars,False,1,3950,2795
abies,False,3,6273,1864
meves,True,2,6966,1866
hawks,False,1,6710,759
fetch,False,1,595,3014
yumps,False,1,5135,1109
bruit,False,2,908,3212
spald,False,1,822,3794
waugh,False,2,2671,1455
zorro,True,2,3290,1209
curry,True,1,4599,716
roist,False,2,2093,2916
skoff,True,1,0,2959
crudy,False,1,2217,2077
viper,False,2,3945,1036
ronde,False,2,3055,2618
uvula,True,3,0,2357
malam,True,2,3801,1255
loden,False,2,4416,1495
bitou,False,3,2288,1378
nandu,True,2,3222,863
towed,False,2,5238,1086
slyer,False,1,2323,3143
palms,False,1,7915,402
ephah,True,2,0,2091
trone,False,2,0,5049
yauds,False,2,6210,1318
sores,True,2,9563,1560
ruana,True,3,1185,3328
yfere,True,2,0,3322
deled,True,2,3993,2307
wizes,False,2,8206,0
milky,False,1,4718,0
raths,False,1,6210,1478
zoism,False,2,2093,1849
piker,False,2,4560,941
cobza,False,2,3013,1139
cronk,False,1,920,2972
dinge,False,2,2342,2622
haika,True,3,2760,2214
bahts,False,1,8015,120
metal,False,2,693,3789
suets,True,2,6032,2442
chunk,False,1,1464,1709
commy,True,1,4310,912
ovoid,True,3,822,2183
weels,True,2,4361,3279
surgy,False,1,3679,1982
jacal,True,2,2462,1940
beaty,False,2,3102,2861
gamps,False,1,6847,928
zambo,False,2,2260,1245
vichy,False,1,2919,627
mawns,False,1,6903,1057
yores,False,2,9563,181
mooed,True,3,5931,989
smore,False,2,0,4972
miles,False,2,9194,0
ogres,False,2,7470,337
gouty,False,2,4924,666
trove,False,2,0,4418
prune,False,2,857,3911
reest,True,2,0,4377
break,False,2,908,3152
fecit,False,2,595,3624
debts,False,1,4847,2641
taxes,False,2,8666,815
hider,False,2,3703,1551
rouge,False,3,2093,3235
daces,False,2,8533,1073
benty,False,1,4064,1626
afars,True,2,3950,2711
dimbo,False,2,1380,1821
reeks,True,2,4450,3136
brens,False,1,4858,2608
halfa,True,2,3108,1400
aswim,False,2,0,2162
flyby,True,0,1892,1152
laver,False,2,4583,1488
sansa,True,2,3222,2754
narcs,False,1,7407,731
goura,False,3,2730,2061
fifth,True,1,2872,545
vinyl,False,1,2584,583
frown,False,1,595,2587
outgo,True,3,1185,1687
halts,False,1,7955,488
nulls,True,1,5983,1096
acyls,False,1,3950,1896
alays,True,2,3950,2776
eidos,False,3,5330,1389
edema,True,3,0,2350
bemad,False,2,1730,3209
rangi,False,2,3222,1330
tones,False,2,9328,815
triff,True,1,0,3117
dowry,False,1,3390,1668
senti,False,2,1859,3466
tuffe,True,2,1185,2745
peggy,True,1,2154,2410
trike,False,2,500,4321
hulks,False,1,6483,488
rewan,False,2,0,4128
limes,False,2,7653,1085
gerah,False,2,1834,3066
zlote,False,2,897,3310
breve,True,2,908,3496
skort,False,1,0,4086
mauri,False,3,2953,1662
ashen,False,2,2323,1479
danny,True,1,4519,1467
uncap,False,2,0,2146
bonze,False,2,3963,1645
bulks,False,1,7391,0
ewhow,True,2,0,1346
glory,False,1,1934,2402
naams,True,2,6210,1962
patka,True,2,3617,1294
fesse,True,2,595,4191
unfed,False,2,3145,712
wonky,False,1,5263,0
ulpan,False,2,0,2852
scale,False,2,0,5261
feaze,True,3,595,4506
lazed,False,2,5547,575
fools,True,2,6638,1760
boeps,False,2,6951,1300
sabha,True,2,2260,2808
podia,False,3,2950,1949
digit,True,2,1380,2649
subah,False,2,1185,3334
torii,True,3,3290,1975
sunks,True,1,6597,1560
milfs,False,1,6871,233
haufs,False,2,6210,1387
swage,False,2,0,4899
octad,False,2,822,2126
tabby,True,1,3557,1391
humps,False,1,5135,1416
durum,True,2,2382,1264
tawts,True,1,7107,1086
warez,False,2,6191,32
teffs,True,1,3950,2852
vrous,False,2,4192,2330
sonce,False,2,3055,3485
kains,False,2,6210,2208
cully,True,1,4250,771
sware,False,2,0,5193
creds,False,1,4870,2293
knock,True,1,0,2372
peghs,False,1,4807,2223
ancle,False,2,0,3763
faery,False,2,4152,1598
mumsy,True,1,3175,1025
ambit,False,2,0,2864
hexer,True,2,2456,2787
koffs,True,1,6043,786
nabis,False,2,6210,1539
defis,False,2,3950,3365
dobra,False,2,2093,2410
lengs,False,1,4912,2623
caves,False,2,9453,240
giver,False,2,4340,913
caver,False,2,5503,913
abear,True,3,0,3445
carex,False,2,6700,70
waler,False,2,5842,673
lycee,True,2,2323,2753
musky,False,1,3675,531
homed,False,2,5238,998
amins,False,2,3950,2757
imino,True,3,0,2574
belie,True,3,1756,4025
nacho,False,2,2260,1340
eland,False,2,822,3021
argol,False,2,0,3209
sukuk,True,2,1185,2486
pends,False,1,5769,2097
octyl,False,1,0,1636
verra,True,2,1439,3021
mania,True,3,3915,1559
visne,False,2,1622,2836
reman,False,2,0,4367
lytes,False,1,6273,1457
teeth,True,2,897,3690
eyots,False,2,4847,1559
evade,True,3,0,3580
kelts,False,1,5695,2001
tical,False,2,1380,2755
nowty,False,1,4287,596
gaups,False,2,6847,1084
proem,False,2,3180,2111
taper,False,2,4583,1851
inept,False,2,0,2536
deify,False,2,1297,3587
sinhs,True,1,6292,1795
frits,False,1,5442,1987
dants,False,1,8069,681
kaifs,False,2,6210,1655
rales,False,2,9381,628
ozeki,False,3,500,1453
smack,False,1,0,3646
duces,False,2,7458,1073
obeah,False,3,0,2665
vails,False,2,6452,1818
murry,True,1,4372,716
sauce,False,3,2260,4151
frock,False,1,595,2592
adore,False,3,0,4044
bosky,False,1,4798,531
bloke,False,2,1408,3205
koels,False,2,6043,2028
priss,True,1,4807,2502
unpin,True,2,0,2307
haven,False,2,4583,1258
pines,False,2,9472,0
hymns,False,0,3950,2051
hotty,True,1,4287,1103
budis,False,2,6043,1270
zymic,False,1,0,1889
runed,False,2,5292,628
fates,False,2,9128,615
glaum,False,2,637,2515
camas,True,2,7130,1583
remit,False,2,0,4370
abask,True,2,0,2824
sycon,False,1,0,3445
butts,True,1,6940,615
mamba,True,2,2953,1431
flaky,False,1,2392,1932
limos,False,2,5330,1781
desse,True,2,0,4872
ahint,False,2,544,3295
snuff,True,1,0,2886
flary,False,1,1892,2648
sused,True,2,4330,2091
taupe,False,3,2260,3418
speat,False,2,0,4469
laevo,False,3,2260,2000
aleft,False,2,0,3274
touch,False,2,2093,2254
rowed,False,2,5238,899
alarm,True,2,0,3566
girns,False,1,7164,786
oater,False,3,4583,1550
boxla,False,2,3134,1450
slain,False,2,0,4902
gally,True,1,5042,771
cymas,False,1,4870,1850
moong,True,2,2786,1918
clift,False,1,920,2703
waltz,False,1,4416,32
annat,True,2,962,2880
jamon,False,2,2462,1736
forky,False,1,5682,0
wived,False,2,4936,240
arets,False,2,4847,2558
tiers,False,2,5330,2413
gluon,False,2,637,2589
tucks,False,1,5635,1207
bagel,False,2,5491,837
pudgy,False,1,3339,812
voces,False,2,8608,392
snits,True,1,4847,2952
capul,False,2,3180,1239
maven,False,2,5276,770
rownd,False,1,2915,1685
goose,True,3,2730,3023
deign,False,2,0,4306
grein,False,2,637,3232
ackee,True,3,2323,2699
dungy,False,1,3444,1103
retro,True,2,0,3973
birth,False,1,4382,367
secco,True,2,0,4372
manga,True,2,3915,1101
kohls,False,1,6043,1266
flyer,False,1,2918,1583
tubae,False,3,1185,3741
unpay,False,2,1297,1970
atlas,True,2,4798,2048
baurs,False,2,7118,1382
mixup,False,2,2206,548
ureic,False,3,0,3018
ragee,True,3,4583,2509
proke,False,2,1357,3448
ernes,True,2,7235,1243
setae,True,3,0,6393
panko,False,2,4579,388
vapes,False,2,8775,363
menad,False,2,2477,2699
cirls,False,1,7447,771
offie,True,3,0,2863
grind,False,1,1459,2773
sulfa,False,2,2033,2472
orpin,False,2,0,2975
aegis,False,3,3950,3604
colic,True,2,3861,1007
hinau,False,3,2342,1628
bunya,False,2,3055,787
pulas,False,2,6840,1073
beano,False,3,908,4035
socle,False,2,2093,4242
scath,False,1,897,3338
biter,False,2,4611,1288
trope,False,2,0,4681
pugil,False,2,2042,1717
bifid,True,2,3110,1058
siver,False,2,3703,2473
toper,False,2,4416,1851
ostia,False,3,0,2529
spams,True,1,3950,3425
melon,False,2,1541,2852
hongs,False,1,7005,910
eagre,True,3,2260,2900
yacca,True,2,2260,1658
ambos,False,2,3950,1954
algas,True,2,3950,2868
overs,False,2,3950,1912
focal,False,2,2688,1940
attar,True,2,0,3336
elver,True,2,2323,1913
dreer,True,2,2323,3176
serra,True,2,1197,4581
stroy,False,1,2494,2495
duets,False,2,6032,1563
hells,True,1,4798,2885
beaks,False,2,5358,2861
bhoot,True,2,1452,2411
ahing,False,2,544,2712
hates,False,2,8533,1103
roset,False,2,4416,1885
froze,False,2,595,3574
lapin,False,2,2260,2348
mauts,False,2,7800,666
obits,False,2,4847,1390
gyans,False,1,4587,2288
nopal,False,2,2093,2236
focus,False,2,6638,793
bazoo,True,3,3310,1084
dozes,False,2,8508,681
argus,False,2,3950,2439
kight,False,1,1380,1698
flits,False,1,5442,1744
rides,False,2,7653,1018
smerk,False,1,0,3603
tratt,True,1,897,3716
admit,False,2,0,2936
loamy,False,2,3390,2212
bevue,True,3,908,3786
nyssa,True,1,0,2317
pyats,False,1,5704,1502
naric,False,2,3457,1332
auric,False,3,2382,1743
gerle,True,2,1834,3916
plink,False,1,857,2787
track,False,1,0,3653
cecum,True,2,920,2601
dwine,False,2,0,4196
dicks,False,1,5830,1073
clogs,False,1,4870,2108
batty,True,1,5362,615
socas,True,2,6043,3025
phony,False,1,2698,1775
loast,False,2,2093,3051
raggy,True,1,3557,1412
titup,True,2,1380,1978
newts,False,1,4847,2222
duper,False,2,3508,1717
piked,False,2,5382,268
aport,False,2,0,3395
prief,False,2,3180,2069
modem,True,2,5109,572
leafy,False,2,1297,3669
folio,True,3,3536,1268
stong,False,1,0,3717
sposh,True,1,0,3659
shaft,False,1,544,3754
medic,False,2,693,3023
tenne,True,2,962,4746
vegas,False,2,4192,3061
snyes,True,1,6273,2118
shope,False,2,544,4486
drool,True,2,0,3781
poilu,False,3,2950,1885
twang,False,1,0,3142
novas,False,2,6043,1638
nighs,False,1,5330,922
edile,True,3,0,3724
brees,True,2,7181,1822
neats,False,2,4847,3186
solon,True,2,2941,2786
arete,True,3,897,4077
redux,False,2,0,3115
douce,False,3,2093,3272
ruing,False,2,1185,2604
volts,False,1,8030,0
ammon,True,2,0,2660
sheel,True,2,2867,2917
sizar,False,2,1522,3306
herls,False,1,5147,2885
teams,False,2,3950,4078
rache,False,2,2260,2774
deils,False,2,3950,4125
scaly,False,1,1297,3742
chica,True,2,1464,2132
thang,False,1,544,2979
slaps,True,1,3950,3910
arvee,True,3,2323,3435
renig,False,2,962,3277
rosit,False,2,2093,2765
mothy,False,1,4083,850
seres,True,2,7470,3186
treen,True,2,2323,3167
spasm,True,1,0,3720
runes,False,2,8420,628
erics,False,2,3950,2696
pance,False,2,4079,1925
canto,False,2,5039,388
lipid,True,2,2202,1818
ixias,True,3,3950,2342
model,False,2,5109,865
katas,True,2,6210,2063
tacit,True,2,2260,2813
daddy,True,1,3557,1542
toads,False,2,6043,2521
bezil,False,2,1050,2981
dents,False,1,5809,2307
lemur,False,2,0,3785
lowes,False,2,8366,846
irate,False,3,897,3859
baldy,False,1,5313,471
ogeed,True,3,3145,1219
tench,False,1,962,3214
ports,False,1,8994,0
buffy,True,1,3390,411
tithe,True,2,1380,3184
veiny,False,2,1539,3459
frank,False,1,595,3218
hooey,True,3,5713,1477
bovid,False,2,3823,1120
tonus,False,2,7005,1216
irade,False,3,0,4330
jumar,False,2,1387,2256
shtum,False,1,544,2758
chimb,False,1,1464,1508
scuds,True,1,3950,2873
perts,False,1,6901,1626
mvule,False,2,693,3008
hesps,True,1,3950,3063
laxed,False,2,5538,575
lease,True,3,0,5470
bight,False,1,2288,1323
rayne,False,2,2260,3146
vicar,False,2,1622,2138
jirre,True,2,2779,2235
sunna,True,2,2147,3025
hasps,True,1,6210,1437
deers,True,2,3950,3905
blook,True,2,908,2639
stack,False,1,0,3697
tulpa,False,2,2033,1912
lumas,False,2,5135,2158
sixte,False,2,2410,3079
goats,False,2,7577,1235
nabla,True,2,2260,2109
patty,True,1,5311,615
dzhos,False,1,3950,1526
pions,False,2,6187,1775
missy,True,1,3370,1046
fiqhs,False,1,5925,248
lovie,False,3,2093,3214
dunks,False,1,6597,681
agood,True,3,822,2496
refry,True,1,1297,3148
carta,True,2,5274,679
burls,False,1,7240,771
janny,True,1,4721,786
ledgy,False,1,1297,3013
puffy,True,1,3339,411
doted,True,2,5238,1296
peels,True,2,4807,3279
cruse,False,2,920,3640
canoe,False,3,4142,2215
tatus,True,2,6210,1831
pokes,False,2,9223,268
awmry,False,1,1297,2125
nides,False,2,7653,715
cozie,False,3,3155,2399
namma,True,2,2260,1916
owres,False,2,7470,425
satem,False,2,4583,2357
sabir,False,2,2260,3447
sados,True,2,6210,2646
ruffs,True,1,5135,1039
pibal,False,2,2237,1882
toast,True,2,2093,3291
celeb,True,2,4091,1685
goony,True,2,4027,1775
femur,False,2,595,3210
kitty,True,1,3574,990
plack,False,1,857,2595
eensy,True,2,2259,2444
ariel,False,3,2323,3198
peals,False,2,4807,3632
cargo,False,2,4377,810
yipes,False,2,7653,544
preif,False,2,857,2784
knits,False,1,4847,1767
cloam,False,2,920,2941
segos,True,2,3950,4244
theow,False,2,544,2457
datum,False,2,2260,1879
galax,True,2,3745,1143
nolls,True,1,6891,1096
lyssa,True,1,0,2567
roman,False,2,2093,2741
yawed,False,2,5405,452
kyloe,False,2,848,2857
knosp,False,1,0,2371
zippo,True,2,1380,1274
oriel,False,3,2323,2724
kidge,False,2,1380,2706
gawks,False,1,7347,271
coups,False,2,6963,1084
biner,False,2,5573,673
smorg,False,1,0,3596
pelon,False,2,1705,2852
skens,True,1,3950,3323
amici,True,3,0,2657
olden,False,2,2323,1879
aquas,True,3,3950,2490
flirs,False,1,4545,2460
wools,True,2,6454,1760
roust,False,2,2093,2535
skirt,False,1,0,4144
toted,True,2,5238,1430
emeus,True,3,3950,1774
kiley,False,2,5848,375
hoghs,True,1,6043,1085
flood,True,2,1417,2382
daric,False,2,3457,1688
cripe,False,2,920,3924
gools,True,2,6680,1760
nimbi,True,2,1380,1357
stude,False,2,0,4455
lobos,True,2,6043,1605
hizen,False,2,3845,1018
gonof,True,2,3692,778
sylph,False,0,848,2612
outdo,True,3,1185,1736
sepia,False,3,0,5108
yales,False,2,9381,181
raves,False,2,8533,868
bundy,False,1,4352,471
mourn,False,2,2786,1912
unsay,False,2,1297,2138
quyte,False,2,2160,1732
lotah,False,2,2093,2630
viand,False,2,2444,2021
scoop,True,2,0,3568
dreks,False,1,4450,2503
human,False,2,1185,2601
bilbo,True,2,3136,630
aidas,True,3,5330,2199
chang,False,1,1464,2164
taxed,False,2,5538,815
kubie,False,3,1185,3108
culex,False,2,5276,70
grame,False,2,637,4096
punch,False,1,3004,773
bakes,False,2,9441,268
